q_id,q_author,q_oid,q_creationDate,q_ClosedDate,q_aaId,q_answerCount,Tags,q_viewCount,aa_creationDate,aa_id,aa_score,aa_author,aa_oid
"74795351","","20575514","2022-12-14 08:22:49","","74796418","1","<docker><logging><rabbitmq>","225","2022-12-14 09:57:45","74796418","1","","5550951"
"74788743","","4329348","2022-12-13 17:29:10","","74790744","1","<python><logging><python-logging>","37","2022-12-13 20:52:10","74790744","2","","1766544"
"74783807","","1892584","2022-12-13 11:03:20","","75059930","1","<python><logging><tqdm><python-logging>","768","2023-01-09 16:03:10","75059930","2","","3050537"
"74783286","","8439424","2022-12-13 10:21:27","","74785931","1","<java><spring-boot><logging><log4j2>","905","2022-12-13 13:53:43","74785931","1","","11748454"
"74780435","","20533274","2022-12-13 05:42:01","","74794752","2","<c#><logging><iis>","555","2022-12-14 07:17:29","74794752","0","","20240963"
"74776432","","36498","2022-12-12 19:34:25","","74784432","2","<logging><grafana-loki><promtail>","2359","2022-12-13 11:51:38","74784432","1","","36498"
"74770631","","15018486","2022-12-12 11:45:30","","74770985","1","<python><python-3.x><logging><python-logging>","683","2022-12-12 12:17:44","74770985","1","","8677071"
"74770226","","20755887","2022-12-12 11:09:38","","74770694","1","<java><spring><exception><logging><exceptionhandler>","98","2022-12-12 11:50:54","74770694","0","","6086395"
"74753449","","8971383","2022-12-10 13:43:58","","74753837","1","<elasticsearch><logging><kibana><elk>","534","2022-12-10 14:35:40","74753837","0","","8971383"
"74742169","","8931895","2022-12-09 10:59:08","","74748104","1","<rest><go><logging><go-chi>","739","2022-12-09 20:38:11","74748104","1","","6352396"
"74740743","","20731816","2022-12-09 08:52:21","","74741979","1","<python><logging><error-handling><try-catch><traceback>","29","2022-12-09 10:42:35","74741979","0","","20586552"
"74739302","","19749296","2022-12-09 05:41:21","","74739403","1","<python><elasticsearch><logging><error-handling><python-logging>","329","2022-12-09 05:56:40","74739403","0","","7631480"
"74737762","","2896880","2022-12-09 00:31:46","","74737801","1","<c#><logging><entity-framework-core><.net-6.0>","334","2022-12-09 00:38:47","74737801","4","","2501279"
"74731437","","20724278","2022-12-08 14:01:56","","74744239","1","<java><spring><logging><mybatis><spring-mybatis>","74","2022-12-09 14:09:18","74744239","0","","1261766"
"74716110","","1835621","2022-12-07 11:41:32","","74716686","1","<logging><logstash><rollover>","33","2022-12-07 12:26:42","74716686","1","","14373286"
"74707815","","5609968","2022-12-06 18:59:07","","74752330","1","<java><regex><logging><regex-lookarounds><graylog>","369","2022-12-10 11:05:29","74752330","1","","3832970"
"74705593","","18916190","2022-12-06 16:05:03","","74705695","1","<elasticsearch><logging><filebeat>","360","2022-12-06 16:10:48","74705695","1","","4604579"
"74701045","","1422477","2022-12-06 10:38:36","","74701106","1","<python><logging><mocking><pytest><monkeypatching>","979","2022-12-06 10:43:02","74701106","2","","14852784"
"74699686","","1668622","2022-12-06 08:53:50","","74700715","1","<bash><shell><logging><stdout><stderr>","99","2022-12-06 10:11:59","74700715","1","","12957340"
"74679189","","16568795","2022-12-04 17:37:37","","74679552","2","<bash><logging>","37","2022-12-04 18:13:46","74679552","0","","16568795"
"74677465","user20039598","","2022-12-04 14:19:34","","74678040","1","<javascript><node.js><logging>","97","2022-12-04 15:28:35","74678040","0","","17843144"
"74666462","","20674133","2022-12-03 11:51:37","","74666503","1","<logging>","39","2022-12-03 11:56:57","74666503","0","","4934937"
"74664681","","8733427","2022-12-03 07:09:10","","74665742","1","<bash><shell><logging><sh><named-pipes>","192","2022-12-03 10:13:50","74665742","2","","2125671"
"74650908","","7660271","2022-12-02 04:26:52","","74720628","1","<android><mqtt><paho><java.util.logging>","556","2022-12-07 17:26:37","74720628","1","","7660271"
"74648998","","573082","2022-12-01 22:45:45","","74650446","1","<c#><visual-studio><logging><nlog><visual-studio-2022>","411","2022-12-02 03:06:42","74650446","1","","4139809"
"74648954","","13866564","2022-12-01 22:40:09","","74657542","1","<java><android><kotlin><logging><stack-trace>","495","2022-12-02 14:46:20","74657542","2","","9248098"
"74647724","","13866564","2022-12-01 20:16:58","","74648031","1","<java><android><kotlin><logging><static>","837","2022-12-01 20:51:36","74648031","6","","506796"
"74641088","","3713927","2022-12-01 11:22:17","","74690856","2","<logging><browser><user-agent>","311","2022-12-05 15:52:45","74690856","1","","9089350"
"74639871","","2095383","2022-12-01 09:48:06","","76626914","2","<python><c++><logging><pybind11><spdlog>","451","2023-07-06 08:27:51","76626914","0","","2095383"
"74633387","","5836957","2022-11-30 19:49:02","","74781962","2","<java><logging><amazon-swf><mdc>","362","2022-12-13 08:33:47","74781962","0","","5836957"
"74611549","","8387332","2022-11-29 09:11:18","","74612755","1","<java><eclipse><logging><eclipse-rcp><e4>","46","2022-11-29 10:41:28","74612755","1","","2670892"
"74590470","","18035101","2022-11-27 13:35:42","","74590899","1","<node.js><http><google-cloud-platform><google-logging>","227","2022-11-27 14:36:41","74590899","1","","18035101"
"74589910","","12535406","2022-11-27 12:12:44","","74595287","1","<linux><logging><linux-kernel><embedded-linux><spi>","159","2022-11-28 02:09:27","74595287","2","","1599004"
"74585126","","9915864","2022-11-26 19:45:45","","74594394","1","<python><visual-studio-code><logging><python-logging>","2687","2022-11-27 22:48:35","74594394","5","","9915864"
"74566466","","13853949","2022-11-24 21:43:55","","74569231","1","<javascript><node.js><logging><fastify><pino>","531","2022-11-25 06:59:04","74569231","2","","3309466"
"74564325","","20592931","2022-11-24 17:17:17","","74564495","1","<go><logging><go-zap>","952","2022-11-24 17:34:12","74564495","0","","3521243"
"74562364","","19937564","2022-11-24 14:32:25","","75207100","1","<docker><logging><docker-desktop><windows-11><courgette>","942","2023-01-23 08:30:20","75207100","1","","18231734"
"74560370","","521347","2022-11-24 11:54:23","","74561827","1","<java><spring><logging><spring-cloud-sleuth><open-telemetry>","585","2022-11-24 13:50:22","74561827","2","","15739953"
"74553942","","1701416","2022-11-23 23:16:05","","74560760","1","<python><heroku><logging>","37","2022-11-24 12:25:30","74560760","1","","354577"
"74552292","","7802216","2022-11-23 19:51:05","","74552351","2","<python><shell><logging><python-logging>","2053","2022-11-23 19:57:58","74552351","2","","1529843"
"74522951","","10185055","2022-11-21 17:47:10","","74530181","1","<php><logging><server><http-status-code-500>","70","2022-11-22 09:20:43","74530181","1","","10185055"
"74516769","","20375815","2022-11-21 09:31:00","","74526588","1","<javascript><vue.js><logging><browser>","133","2022-11-22 01:33:18","74526588","0","","20375815"
"74516162","","20448037","2022-11-21 08:38:57","","74516241","1","<logging><karate>","99","2022-11-21 08:47:34","74516241","1","","143475"
"74503796","","1260500","2022-11-19 21:12:10","","74545374","1","<c#><.net><.net-core><logging><azure-application-insights>","454","2022-11-23 10:32:01","74545374","2","","19648279"
"74503028","","9168874","2022-11-19 19:29:28","","74640899","2","<c++><c++11><logging>","97","2022-12-01 11:08:39","74640899","0","","9168874"
"74494217","","2030026","2022-11-18 18:56:43","","74494838","1","<docker><go><elasticsearch><logging>","52","2022-11-18 20:08:30","74494838","0","","4223799"
"74478243","","18735299","2022-11-17 15:41:54","","74483440","1","<logging><wso2><wso2-api-manager><wso2-enterprise-integrator><wso2-micro-integrator>","287","2022-11-17 23:47:13","74483440","1","","2627018"
"74473289","","20285215","2022-11-17 09:48:42","","74478711","1","<python><tkinter><logging><can-bus>","135","2022-11-17 16:12:34","74478711","0","","8610346"
"74462473","","20520935","2022-11-16 14:44:15","","74462523","1","<logging><logstash>","35","2022-11-16 14:47:10","74462523","0","","20520935"
"74443961","","2272319","2022-11-15 10:19:15","","74546772","1","<webpack><logging><next.js>","43","2022-11-23 12:27:07","74546772","0","","2272319"
"74443016","","5493469","2022-11-15 09:05:41","","74443119","1","<java><spring-boot><logging><logback><spring-logback>","134","2022-11-15 09:14:25","74443119","1","","2696260"
"74432806","","4878144","2022-11-14 13:57:24","","74631533","1","<java><google-cloud-platform><logback><google-logging>","478","2022-11-30 17:01:37","74631533","2","","4878144"
"74428884","","7328997","2022-11-14 08:41:43","","74429154","1","<flutter><dart><logging>","211","2022-11-14 09:04:44","74429154","1","","16569443"
"74416528","","3354694","2022-11-12 20:56:55","","74427558","1","<docker><google-cloud-platform><google-cloud-run><serilog><seq-logging>","170","2022-11-14 06:12:25","74427558","0","","138206"
"74405813","","17368675","2022-11-11 16:57:03","","74407779","1","<c#><logging>","171","2022-11-11 20:27:39","74407779","0","","17368675"
"74402469","","395879","2022-11-11 12:24:09","","74403329","1","<php><logging><typo3><typo3-11.x>","232","2022-11-11 13:35:00","74403329","0","","3946047"
"74401920","","17911797","2022-11-11 11:38:07","","74432289","1","<regex><logging><logstash-grok><datadog><grok>","342","2022-11-14 13:17:58","74432289","0","","17911797"
"74389658","","3069498","2022-11-10 13:17:09","","74389973","1","<java><java.util.logging>","46","2022-11-10 13:39:04","74389973","1","","7589775"
"74385061","","1870832","2022-11-10 06:42:58","","74388406","1","<python><json><python-3.x><logging>","390","2022-11-10 11:39:57","74388406","2","","118903"
"74384314","","1084174","2022-11-10 04:54:57","","74427434","2","<logging><terminal><adb><uart>","1106","2022-11-14 05:53:40","74427434","1","","6319901"
"74378318","","185123","2022-11-09 16:31:34","","74378517","1","<.net><.net-core><logging><event-viewer>","221","2022-11-09 16:48:35","74378517","2","","134204"
"74366668","","5723163","2022-11-08 20:16:23","","74370085","1","<google-cloud-platform><google-cloud-logging><event-arc>","200","2022-11-09 04:57:07","74370085","2","","1490882"
"74361269","","15760970","2022-11-08 13:07:54","","74361417","1","<c#><logging><log4net>","274","2022-11-08 13:19:49","74361417","1","","6527049"
"74359138","","15183075","2022-11-08 10:24:01","","74359795","1","<java><logging><java-11><java-17>","588","2022-11-08 11:14:00","74359795","1","","15183075"
"74351332","","14864276","2022-11-07 18:36:49","","74353610","1","<powershell><function><logging>","800","2022-11-07 22:25:52","74353610","2","","45375"
"74341414","","19176630","2022-11-07 02:36:41","","76152704","1","<java><azure><logging><azure-pipelines>","483","2023-05-02 07:42:10","76152704","1","","311063"
"74334253","","1578867","2022-11-06 08:19:54","","75332281","1","<tomcat><intellij-idea><logging>","321","2023-02-03 06:37:47","75332281","1","","2960034"
"74323695","","20421548","2022-11-04 22:48:06","","74324809","1","<python><python-logging>","107","2022-11-05 03:10:55","74324809","1","","1186624"
"74316776","","19503782","2022-11-04 12:03:16","","74316911","1","<sql><logging><wso2><wso2-micro-integrator>","62","2022-11-04 12:14:22","74316911","0","","2627018"
"74316654","","662615","2022-11-04 11:54:03","","74353420","1","<mysql><percona><audit-logging>","59","2022-11-07 22:02:29","74353420","0","","662615"
"74314932","","2988730","2022-11-04 09:39:58","","74315523","2","<python><logging>","38","2022-11-04 10:27:43","74315523","1","","118903"
"74304246","","20406895","2022-11-03 13:53:17","","74313735","1","<python-3.x><logging><mariadb>","80","2022-11-04 07:52:50","74313735","1","","2481006"
"74296752","","2317571","2022-11-02 23:44:32","","74310109","1","<logging><logrotate><log-rotation>","513","2022-11-03 22:10:18","74310109","1","","2317571"
"74294849","","9937483","2022-11-02 19:43:01","","74299525","1","<python><logging><command-line-interface>","86","2022-11-03 07:44:25","74299525","2","","51685"
"74294286","","16549408","2022-11-02 18:47:59","","74295230","1","<c#><asp.net><database><logging><serilog>","1086","2022-11-02 20:20:21","74295230","5","","1139830"
"74294048","","17001673","2022-11-02 18:24:26","","74295246","1","<postgresql><logging><transactions><locking>","168","2022-11-02 20:22:31","74295246","1","","6464308"
"74290043","","455796","2022-11-02 13:33:36","","74291159","1","<asp.net><asp.net-core><logging>","193","2022-11-02 14:47:50","74291159","0","","9652017"
"74288222","","12189042","2022-11-02 11:09:05","","74288858","1","<java><logging><message><systemd>","109","2022-11-02 12:04:29","74288858","1","","17949945"
"74276231","","7746472","2022-11-01 12:50:47","","74278114","1","<google-bigquery><looker-studio><audit-logging>","467","2022-11-01 15:22:04","74278114","1","","16529576"
"74270683","","427494","2022-11-01 01:45:00","","74270776","1","<python><logging>","48","2022-11-01 02:01:37","74270776","1","","6890912"
"74268724","","15349625","2022-10-31 20:19:55","","74269038","2","<python><python-3.x><logging>","372","2022-10-31 20:55:22","74269038","1","","1139541"
"74267909","","1474572","2022-10-31 18:51:01","","74268164","2","<python><flask><logging>","50","2022-10-31 19:17:59","74268164","0","","1474572"
"74263086","","1114672","2022-10-31 12:11:42","","74265014","1","<python><python-logging>","194","2022-10-31 14:44:09","74265014","1","","1517414"
"74256101","","3101071","2022-10-30 19:28:18","","74258444","1","<firebase><logging><google-cloud-functions>","50","2022-10-31 03:24:14","74258444","1","","3946096"
"74255304","","20358783","2022-10-30 17:36:07","","74466972","1","<javascript><node.js><typescript><logging><try-catch>","48","2022-11-16 20:43:09","74466972","0","","14361465"
"74249190","","922323","2022-10-29 22:07:34","","74249241","1","<kotlin><delegates><extension-methods><kotlin-logging>","73","2022-10-29 22:15:43","74249241","1","","12639399"
"74224658","","675723","2022-10-27 15:34:54","","74224765","1","<python><logging>","24","2022-10-27 15:42:31","74224765","1","","541038"
"74222161","","11092636","2022-10-27 12:37:46","","74285516","1","<python><logging><printing><tqdm>","412","2022-11-02 07:10:15","74285516","1","","6890912"
"74219995","","14648642","2022-10-27 09:45:32","","74222264","1","<c#><logging><permissions><serilog><serilog-sinks-file>","392","2022-10-27 12:44:09","74222264","1","","16500604"
"74211201","","5432156","2022-10-26 16:28:33","","74215754","1","<javascript><node.js><logging><backend><morgan>","76","2022-10-27 01:20:01","74215754","1","","258174"
"74202407","","7087618","2022-10-26 03:32:19","","74202541","1","<python><logging><filter>","68","2022-10-26 03:57:09","74202541","2","","2203038"
"74201777","","802593","2022-10-26 01:33:00","","74214283","2","<go><kubernetes><logging><google-kubernetes-engine>","604","2022-10-26 21:13:04","74214283","1","","17726473"
"74197622","","20331429","2022-10-25 16:50:46","","74197742","1","<logging><azure-pipelines><output>","359","2022-10-25 17:00:18","74197742","0","","736079"
"74195991","","20274824","2022-10-25 14:49:27","","74197399","1","<c++><logging><format><stringstream><ostream>","106","2022-10-25 16:33:13","74197399","1","","9329417"
"74193984","","1422096","2022-10-25 12:20:47","","74194134","1","<python><logging><python-logging>","126","2022-10-25 12:32:05","74194134","2","","11516012"
"74186705","","470749","2022-10-24 20:53:03","","74187161","1","<javascript><typescript><logging><console.log><winston>","382","2022-10-24 21:48:38","74187161","2","","18244921"
"74181859","","2007615","2022-10-24 13:31:32","","74194055","1","<logging><azure-functions><azure-monitoring>","260","2022-10-25 12:26:10","74194055","1","anon",""
"74178479","","16686166","2022-10-24 08:35:57","","74179045","3","<c#><exception><logging><blazor><.net-6.0>","3746","2022-10-24 09:24:55","74179045","1","","4444757"
"74176542","","14098759","2022-10-24 03:48:38","","74179444","1","<c++><logging><boost><boost-log>","154","2022-10-24 09:58:24","74179444","1","","4636534"
"74172870","","17450256","2022-10-23 16:29:52","","74173312","1","<.net><logging>","36","2022-10-23 17:29:53","74173312","1","","116923"
"74168669","","19549817","2022-10-23 04:33:28","","74176010","1","<spring-boot><logging><log4j><log4j2><splunk>","1069","2022-10-24 01:47:45","74176010","3","","19549817"
"74167138","","19454183","2022-10-22 21:11:17","","74167186","1","<string><logging><rust><macros>","417","2022-10-22 21:23:25","74167186","4","","493729"
"74160421","","11854411","2022-10-22 01:03:59","","74227675","2","<azure-web-app-service><asp.net-core-logging>","471","2022-10-27 20:00:20","74227675","0","","11854411"
"74155189","","1422096","2022-10-21 14:27:47","","74244561","4","<python><flask><logging><python-logging>","1520","2022-10-29 10:35:08","74244561","4","","18074007"
"74154748","","15091679","2022-10-21 13:56:35","","74164117","1","<java><hibernate><logging><jboss><slf4j>","135","2022-10-22 13:49:39","74164117","0","","15091679"
"74144133","","15085168","2022-10-20 17:38:24","","74145318","2","<powershell><logging><robocopy><mirror><mirroring>","161","2022-10-20 19:24:02","74145318","2","","45375"
"74140589","","3842388","2022-10-20 13:20:49","","74140724","1","<java><ssh><jvm><error-logging><java-console>","40","2022-10-20 13:29:48","74140724","1","","768644"
"74139289","","7634550","2022-10-20 11:41:56","","74278514","1","<azure><logging><sitecore><log4net><logfile>","127","2022-11-01 15:54:28","74278514","1","","7634550"
"74137240","","4067920","2022-10-20 09:11:26","","74137490","1","<python><logging><production>","115","2022-10-20 09:28:04","74137490","2","","2954547"
"74135523","","20288908","2022-10-20 06:50:56","","74135725","1","<logging><quarkus>","264","2022-10-20 07:09:30","74135725","1","","7064617"
"74131144","","906592","2022-10-19 19:55:10","","74132179","1","<linux><logging><memory><raspbian><free>","24","2022-10-19 21:38:02","74132179","1","","1394729"
"74128869","","18051107","2022-10-19 16:32:35","","76793658","1","<docker><elasticsearch><logging><logstash>","732","2023-07-29 12:48:42","76793658","1","","18051107"
"74123158","","5321395","2022-10-19 09:41:08","","74139919","2","<python><logging><stdout><stderr><observability>","112","2022-10-20 12:30:46","74139919","1","","118903"
"74115382","","3163824","2022-10-18 17:52:31","","74116871","1","<java><logging><netty><slf4j>","1088","2022-10-18 20:05:26","74116871","1","","3163824"
"74108991","","5160136","2022-10-18 09:50:52","","75941870","1","<android><google-cloud-platform><webview><google-oauth><google-cloud-logging>","2572","2023-04-05 16:22:57","75941870","2","","850908"
"74100047","","8851717","2022-10-17 16:02:17","","74123416","1","<java><logging><logback>","58","2022-10-19 09:59:04","74123416","2","","8851717"
"74099918","","20264862","2022-10-17 15:52:51","","74108135","1","<java><logging><tinylog>","191","2022-10-18 08:44:47","74108135","1","","5899171"
"74096944","","14019957","2022-10-17 12:00:36","","74097434","1","<python><flask><logging>","545","2022-10-17 12:40:25","74097434","0","","4929646"
"74082163","","8430656","2022-10-15 18:51:19","","74156792","1","<logging><typo3><typo3-11.x>","103","2022-10-21 16:45:53","74156792","2","","2444812"
"74074197","","20244043","2022-10-14 19:47:45","","74075329","1","<angular><logging>","652","2022-10-14 22:23:10","74075329","0","","877129"
"74069549","","18301612","2022-10-14 12:53:00","","74072423","1","<python><logging>","225","2022-10-14 16:54:34","74072423","1","","118903"
"74065164","","11760988","2022-10-14 06:27:28","","74084159","1","<python><google-cloud-platform><google-cloud-dataproc><python-logging><gcs>","578","2022-10-16 02:07:09","74084159","1","","404264"
"74060090","","6067741","2022-10-13 18:12:41","","74060321","1","<azure><powershell><logging><azure-devops><azure-devops-extensions>","439","2022-10-13 18:35:10","74060321","1","","20223471"
"74056880","","531261","2022-10-13 13:47:40","","74060409","1","<python-3.x><google-app-engine><google-cloud-datastore><google-cloud-logging><requirements.txt>","314","2022-10-13 18:43:56","74060409","2","","8016720"
"74053633","","8640612","2022-10-13 09:41:59","","74098204","1","<logging><rust><actix-web>","918","2022-10-17 13:37:00","74098204","2","","18651109"
"74043616","","12822101","2022-10-12 14:30:36","","74044356","1","<python><logging>","63","2022-10-12 15:22:20","74044356","1","","20121320"
"74042775","","475727","2022-10-12 13:34:28","","74054573","3","<.net><azure><logging><azure-application-insights><.net-core-logging>","733","2022-10-13 10:53:01","74054573","2","","932728"
"74041872","","13575106","2022-10-12 12:31:46","","74049460","1","<python><logging><scrapy><screen-scraping>","332","2022-10-13 01:08:35","74049460","1","","17829451"
"74040552","","4053840","2022-10-12 10:44:55","","75108252","1","<c#><.net-core><logging>","3580","2023-01-13 10:55:06","75108252","1","","905"
"74040455","","10534283","2022-10-12 10:38:55","","74040456","1","<ruby-on-rails><logging><rubygems><select-n-plus-1>","132","2022-10-12 10:38:55","74040456","0","","10534283"
"74038771","","15880773","2022-10-12 08:31:11","","74039705","1","<go><logging><io><buffer>","366","2022-10-12 09:39:21","74039705","0","","3011380"
"74030184","","11305428","2022-10-11 14:55:31","","74051928","2","<c#><asp.net><logging><serialization><serilog>","1000","2022-10-13 07:25:43","74051928","2","","11305428"
"74026946","","9210263","2022-10-11 10:54:51","","74039043","1","<python><logging><configuration><gunicorn>","331","2022-10-12 08:52:06","74039043","1","","9210263"
"74025126","","18233281","2022-10-11 08:25:31","","74025474","1","<logging><airflow><storage>","544","2022-10-11 08:54:16","74025474","0","","3631382"
"74021397","","9210263","2022-10-10 22:51:46","","74027001","1","<python><flask><logging><gunicorn><python-logging>","931","2022-10-11 10:58:17","74027001","0","","9210263"
"74004502","","13287109","2022-10-09 11:50:15","","74009959","2","<java><logging><testng><logback><slf4j>","1007","2022-10-10 03:28:33","74009959","2","","679824"
"73989682","","1986039","2022-10-07 15:48:49","","74072648","2","<ruby-on-rails><heroku><logging><ruby-on-rails-5>","636","2022-10-14 17:15:24","74072648","2","","1978251"
"73982946","","6793457","2022-10-07 05:55:53","","74014045","2","<google-cloud-platform><google-cloud-dataflow><apache-beam><google-cloud-logging>","696","2022-10-10 11:15:47","74014045","2","","6793457"
"73977111","","12251609","2022-10-06 16:21:02","","73977283","1","<powershell><logging><output><powershell-cmdlet>","99","2022-10-06 16:37:50","73977283","1","","15339544"
"73975564","","9913999","2022-10-06 14:31:16","","74037357","1","<java><kotlin><logging><jersey><dropwizard>","231","2022-10-12 06:28:32","74037357","0","","9913999"
"73973643","","29903","2022-10-06 12:15:58","","73974133","1","<kubernetes><logging><devops><datadog>","1574","2022-10-06 12:51:41","73974133","1","","3288890"
"73972108","","10685947","2022-10-06 10:11:59","","74991279","2","<node.js><logging><websocket><socket.io>","537","2023-01-03 09:19:50","74991279","0","","10685947"
"73969330","","12125514","2022-10-06 06:15:52","","74024043","1","<java><logging><junit><log4j2><slf4j>","988","2022-10-11 06:47:44","74024043","1","","12125514"
"73962346","","9751975","2022-10-05 14:57:21","","73963769","1","<python><google-cloud-platform><logging>","145","2022-10-05 16:51:45","73963769","2","","609290"
"73961461","","553663","2022-10-05 13:54:59","","73993330","2","<docker><apache><curl><logging><health-check>","134","2022-10-07 23:19:15","73993330","0","","553663"
"73958583","","10173184","2022-10-05 09:44:46","","73959288","1","<java><logging><configuration><log4j><log4j2>","197","2022-10-05 10:47:36","73959288","1","","10173184"
"73958418","","1125681","2022-10-05 09:30:38","","73960775","1","<logging><activemq-artemis>","109","2022-10-05 13:02:42","73960775","1","","8381946"
"73947444","","4600871","2022-10-04 11:49:50","","73947548","1","<node.js><logging><log4js-node>","139","2022-10-04 12:00:34","73947548","1","","2422776"
"73946012","","1194935","2022-10-04 09:44:34","","73950664","1","<python><logging><error-logging>","992","2022-10-04 16:08:25","73950664","4","","118903"
"73942480","","8185459","2022-10-04 02:03:20","","73950703","1","<python><logging><console>","402","2022-10-04 16:12:06","73950703","1","","118903"
"73935232","","11165124","2022-10-03 12:08:58","","73935617","1","<java><authentication><logging><httpclient>","570","2022-10-03 12:39:42","73935617","1","","19741639"
"73933351","","51127","2022-10-03 09:16:09","","73933379","1","<javascript><jenkins><logging><cross-browser>","49","2022-10-03 09:18:39","73933379","0","","51127"
"73930550","","3766089","2022-10-03 02:04:53","","73931140","2","<java><logging><log4j2>","181","2022-10-03 04:32:07","73931140","1","","6132227"
"73924296","","18530044","2022-10-02 08:12:13","","73931931","1","<python><logging><configuration><config><settings>","60","2022-10-03 06:42:32","73931931","0","","118903"
"73923416","","11784080","2022-10-02 04:38:24","","74057180","2","<python><logging>","218","2022-10-13 14:08:17","74057180","1","","11784080"
"73920245","","15040527","2022-10-01 17:03:55","","73920283","1","<laravel><logging>","683","2022-10-01 17:10:42","73920283","0","","4595675"
"73910102","","14348930","2022-09-30 14:13:47","","73916836","1","<django><amazon-web-services><amazon-cloudwatch><aws-cloudwatch-log-insights><django-logging>","913","2022-10-01 08:21:01","73916836","0","","14348930"
"73903753","","19629701","2022-09-30 03:35:41","","73906177","1","<node.js><mongodb><logging><winston>","567","2022-09-30 08:49:08","73906177","2","","3027266"
"73890479","","10368128","2022-09-29 05:02:36","","73954582","1","<google-cloud-platform><google-bigquery><google-cloud-logging>","543","2022-10-04 23:35:45","73954582","0","","10368128"
"73882299","","16797805","2022-09-28 13:28:46","","73882890","1","<python><logging>","737","2022-09-28 14:06:29","73882890","2","","803194"
"73861938","","4570185","2022-09-27 03:07:37","","73862079","1","<javascript><html><logging>","43","2022-09-27 03:38:02","73862079","0","","9473764"
"73857290","","5967759","2022-09-26 16:40:59","","73859845","1","<wso2><audit><audit-logging>","185","2022-09-26 20:54:01","73859845","0","","2627018"
"73855114","","11923747","2022-09-26 13:46:08","","73855115","2","<linux><docker><logging><stdout>","867","2022-09-26 13:46:08","73855115","3","","11923747"
"73853495","","2072457","2022-09-26 11:27:33","","73856522","2","<python><logging>","380","2022-09-26 15:35:12","73856522","1","","803194"
"73851416","","17045952","2022-09-26 08:28:39","","74360472","1","<google-cloud-functions><google-cloud-run><google-cloud-logging>","665","2022-11-08 12:06:31","74360472","1","","17045952"
"73848354","","5530076","2022-09-25 23:02:27","","73926672","1","<ios><swift><logging><oslog>","875","2022-10-02 14:35:29","73926672","6","","979986"
"73841144","","7815366","2022-09-24 23:16:47","","73841306","1","<docker><logging><docker-compose><minio><grafana-loki>","952","2022-09-24 23:58:31","73841306","0","","7815366"
"73827374","","15153777","2022-09-23 12:00:31","","73827638","3","<linux><logging><awk><sed><grep>","167","2022-09-23 12:20:36","73827638","3","","112968"
"73822310","","1125681","2022-09-23 02:05:30","","73822396","1","<logging><activemq-artemis>","227","2022-09-23 02:24:25","73822396","1","","8381946"
"73818350","","1045881","2022-09-22 17:03:09","","73818620","1","<python><logging><cpanel>","21","2022-09-22 17:27:51","73818620","0","","1045881"
"73810908","","13104956","2022-09-22 07:35:51","","73815540","2","<google-cloud-platform><google-cloud-storage><google-cloud-logging><google-cloud-monitoring>","498","2022-09-22 13:29:28","73815540","0","","11372593"
"73799258","","9596339","2022-09-21 10:32:07","","73803802","1","<r><powershell><logging>","359","2022-09-21 15:58:02","73803802","1","","1422451"
"73792551","","3111149","2022-09-20 20:55:57","","73801246","1","<java><logging><log4j2><rollingfileappender>","255","2022-09-21 13:05:03","73801246","0","","3111149"
"73777719","","2523635","2022-09-19 18:20:03","","73783964","1","<python><logging>","27","2022-09-20 08:48:45","73783964","0","","2523635"
"73776192","","9165040","2022-09-19 15:58:27","","73778569","1","<node.js><logging><google-cloud-logging>","345","2022-09-19 19:48:11","73778569","0","","9165040"
"73761643","","2523635","2022-09-18 09:42:28","","73762436","1","<python><logging>","426","2022-09-18 11:36:51","73762436","1","","7721752"
"73749565","","5198805","2022-09-16 19:32:45","","73749625","1","<c#><logging><azure-web-app-service><azure-application-insights>","1629","2022-09-16 19:38:20","73749625","1","","1378307"
"73742822","","8340933","2022-09-16 09:36:18","","73743588","1","<go><logging><go-zap>","818","2022-09-16 10:42:42","73743588","2","","5767484"
"73739183","","6923393","2022-09-16 02:17:53","","73780478","2","<laravel><amazon-web-services><logging><amazon-elastic-beanstalk><database-migration>","166","2022-09-20 00:26:34","73780478","1","","6923393"
"73736831","","19574336","2022-09-15 20:04:53","","73741695","1","<c++><logging><spdlog>","1256","2022-09-16 08:01:11","73741695","1","","13433323"
"73732767","","432495","2022-09-15 14:15:47","","73802566","2","<.net><logging><event-handling>","520","2022-09-21 14:32:26","73802566","0","","432495"
"73728308","","11545538","2022-09-15 08:59:04","","73728504","1","<python><sql><logging>","32","2022-09-15 09:14:45","73728504","0","","7228176"
"73727273","","9417709","2022-09-15 07:38:02","","73730465","1","<c#><logging><log4net><log4net-appender>","68","2022-09-15 11:40:54","73730465","0","","17611850"
"73718596","","14958374","2022-09-14 14:28:00","","73728508","1","<python><python-3.x><logging><fastapi><uuid>","1063","2022-09-15 09:15:22","73728508","1","","6776842"
"73717064","","15289474","2022-09-14 12:44:08","","73718482","1","<python><logging>","51","2022-09-14 14:19:58","73718482","0","","19995658"
"73714609","","19666125","2022-09-14 09:34:21","","73717113","2","<javascript><go><logging><apache-kafka><microservices>","53","2022-09-14 12:47:55","73717113","0","","2308683"
"73704897","","15050866","2022-09-13 14:38:45","","73705071","1","<jmeter><performance-testing><jmeter-plugins><jmeter-5.0><jmeter-logging>","321","2022-09-13 14:51:03","73705071","1","","2897748"
